id,congruency,rt
5,incongruent,640.1723844556668
5,congruent,587.0887778526022
5,incongruent,693.8565345078126
5,congruent,687.8246913208666
5,incongruent,814.5124556447138
5,congruent,584.669410835157
5,incongruent,737.9342011314319
5,congruent,581.0494852691562
5,incongruent,836.232002371948
5,congruent,546.722050123418
5,incongruent,719.6412123440336
5,congruent,679.0226172464071
5,incongruent,760.409309489926
5,congruent,460.58202305167146
5,incongruent,670.8001229725105
5,congruent,569.3983789664717
5,incongruent,692.9625830864428
5,congruent,621.1919544149587
5,incongruent,657.0943033115482
5,congruent,557.2716860273291
5,incongruent,746.7772142085286
5,congruent,663.7395564989292
5,incongruent,827.2784624148156
5,congruent,577.3075428441069
5,incongruent,723.8741743585706
5,congruent,612.3667338644877
5,incongruent,940.2661606575798
5,congruent,294.57175421712446
5,incongruent,567.7361183379546
5,congruent,573.7371456548602
5,incongruent,785.5389725841176
5,congruent,565.0788854716902
5,incongruent,793.6257057826139
5,congruent,601.4841171488889
5,incongruent,671.8275778833463
5,congruent,518.9481980995587
5,incongruent,656.9520874049281
5,congruent,503.84170094178955
5,incongruent,714.1976398080814
5,congruent,717.5298969507652
5,incongruent,798.0035460293343
5,congruent,649.3253417551663
5,incongruent,728.8627175828626
5,congruent,690.3182493903187
5,incongruent,741.4177831648511
5,congruent,639.0655550437527
5,incongruent,711.1151450638281
5,congruent,715.9635817264057
5,incongruent,800.1053057510558
5,congruent,595.6918723888627
5,incongruent,597.7505004750067
5,congruent,503.5452956372642
5,incongruent,689.0822738984602
5,congruent,683.9458890379176
5,incongruent,768.3121804643731
5,congruent,535.5618205346169
5,incongruent,831.5901427411634
5,congruent,520.0682037705677
5,incongruent,676.0533953151196
5,congruent,538.2951712185694
5,incongruent,764.4870691678573
5,congruent,544.0890219259442
5,incongruent,675.4935862367238
5,congruent,671.496588739384
5,incongruent,744.3624033954092
5,congruent,604.8169909747661
5,incongruent,763.5931180802027
5,congruent,622.38546578503
5,incongruent,745.2482040272399
5,congruent,483.8890291046035
5,incongruent,545.8702733469347
5,congruent,699.6183973859895
5,incongruent,896.5173538718302
5,congruent,624.4195160918355
5,incongruent,794.5730775572187
5,congruent,483.64406747225223
5,incongruent,633.5456106499557
5,congruent,630.3793185660309
5,incongruent,701.1385822227462
5,congruent,419.23672704261344
5,incongruent,589.2268262540549
5,congruent,736.0152808804633
5,incongruent,810.5655688067149
5,congruent,581.556632551901
5,incongruent,706.7575903063909
5,congruent,583.6575895297622
5,incongruent,689.4768296663751
5,congruent,517.3666793793723
5,incongruent,806.1970001724941
5,congruent,618.6237940835792
5,incongruent,566.5326259545843
5,congruent,668.1625458812938
5,incongruent,705.4754711554478
5,congruent,491.1055038935812
5,incongruent,664.282813966087
5,congruent,469.2316176321482
5,incongruent,759.1091569572654
5,congruent,665.3172042113598
5,incongruent,999.3322275493264
5,congruent,535.3474618360433
5,incongruent,784.381037335996
5,congruent,689.2134745578069
5,incongruent,824.5305019226099
5,congruent,535.0115205002435
5,incongruent,777.6927123043623
5,congruent,625.4362978542518
5,incongruent,744.4280863633719
5,congruent,641.8333771744717
5,incongruent,741.0987678241027
5,congruent,619.6316152789814
5,incongruent,814.7378548574657
5,congruent,703.3096149804495
5,incongruent,766.2478452167869
5,congruent,751.155802374949
5,incongruent,780.040677709218
5,congruent,754.7808783375524
5,incongruent,932.8141646096856
5,congruent,602.2272431318529
5,incongruent,820.6151186813161
5,congruent,393.4756982044037
5,incongruent,625.6405958690823
5,congruent,674.4764329272132
5,incongruent,769.789614113383
5,congruent,473.1007772546295
5,incongruent,699.6561392025146
5,congruent,556.5744994314459
5,incongruent,739.6444052883209
5,congruent,516.004306304009
5,incongruent,739.9107433284487
5,congruent,575.7191788471579
5,incongruent,759.4212602596406
5,congruent,610.0790500306174
5,incongruent,891.2811527004333
5,congruent,466.9373304369342
5,incongruent,613.2197851117339
5,congruent,599.1687886625289
5,incongruent,739.2486264912893
5,congruent,447.3660998992565
5,incongruent,675.1082819871372
5,congruent,737.0832861207955
5,incongruent,783.5375880593529
5,congruent,619.4473475044862
5,incongruent,780.8920033841746
5,congruent,436.86430937921705
5,incongruent,743.7559272649972
5,congruent,578.9406170911873
5,incongruent,681.1505610381297
5,congruent,458.92735945788644
